,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
3,80bf8a50,couple with children,b45bb496,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
0,84cf3aad,single parent household,cd698d09,parent in single parent household,1,2,1992-01-01,1993-01-01,1,1,,--,,--
1,84cf3aad,single parent household,98070944,child living at home,1,2,1992-01-01,1993-01-01,1,1,,--,,--
0,a7ec39ff,couple with children,a5d88020,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
1,a7ec39ff,couple with children,4551f63c,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
2,a7ec39ff,couple with children,1a42e2e9,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
3,a7ec39ff,couple with children,f5126b48,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
4,a7ec39ff,couple with children,b31cdcdb,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
0,a579f418,couple without children,94c7184b,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
1,a579f418,couple without children,e3ee2e3d,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
0,62d1441f,couple with children,fbbcb456,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
1,62d1441f,couple with children,7ea2119e,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
2,62d1441f,couple with children,52ba2d04,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
3,62d1441f,couple with children,761df28c,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
4,62d1441f,couple with children,0e30c262,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
0,8c956c29,couple with children,87262451,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
1,8c956c29,couple with children,741b384b,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
2,8c956c29,couple with children,61afa796,child living at home,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
0,be18f8be,couple without children,3021edf4,partner in couple without children,0,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
1,be18f8be,couple without children,ad20a108,partner in couple without children,0,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
0,759c0a93,couple with children,972eff55,partner in couple with children,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
1,759c0a93,couple with children,5e610014,partner in couple with children,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
2,759c0a93,couple with children,28a097ab,child living at home,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
3,759c0a93,couple with children,6c7764d8,child living at home,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
4,759c0a93,couple with children,2707d4e0,child living at home,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
0,bdd0d539,couple with children,21ecd92b,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
1,bdd0d539,couple with children,d5268abb,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
2,bdd0d539,couple with children,a89314ac,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
3,bdd0d539,couple with children,9554b54a,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
4,bdd0d539,couple with children,c2921c9d,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
0,0dc2dd55,couple with children,8d478736,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
1,0dc2dd55,couple with children,4d5f864d,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
2,0dc2dd55,couple with children,56b25cd7,child living at home,1,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
3,0dc2dd55,couple with children,b58fe046,child living at home,1,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
0,ddf33ad3,single person household,934a8721,single person,1,1,1992-01-01,1993-01-01,1,0,,--,,--
0,7bfd8c0c,single parent household,0d302242,parent in single parent household,1,4,1992-01-01,1993-01-01,1,3,,--,,--
1,7bfd8c0c,single parent household,d13d415e,child living at home,1,4,1992-01-01,1993-01-01,1,3,,--,,--
2,7bfd8c0c,single parent household,5d71be0c,child living at home,1,4,1992-01-01,1993-01-01,1,3,,--,,--
3,7bfd8c0c,single parent household,ca9fd164,child living at home,1,4,1992-01-01,1993-01-01,1,3,,--,,--
0,062e49e9,couple with children,2f0335cb,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
1,062e49e9,couple with children,9ddc42d7,child living at home,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
2,062e49e9,couple with children,d9eda59d,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
0,11161a29,single person household,678c09b8,single person,1,1,1992-01-01,1993-01-01,1,0,,--,,--
0,81dc7733,single parent household,2061558e,parent in single parent household,1,2,1992-01-01,1993-01-01,1,1,,--,,--
1,81dc7733,single parent household,d487548b,child living at home,1,2,1992-01-01,1993-01-01,1,1,,--,,--
0,d5d72785,couple with children,841030bd,partner in couple with children,0,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
1,d5d72785,couple with children,cf188e9e,partner in couple with children,0,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
2,d5d72785,couple with children,17184c4d,child living at home,0,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
0,4a40e9d6,couple with children,678a040d,partner in couple with children,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
1,4a40e9d6,couple with children,359722c1,partner in couple with children,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
2,4a40e9d6,couple with children,f069856a,child living at home,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
3,4a40e9d6,couple with children,6fabb65e,child living at home,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
4,4a40e9d6,couple with children,c338ceb1,child living at home,0,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05
0,3f74dfbc,single person household,3f4b9328,single person,1,1,1992-01-01,1993-01-01,1,0,,--,,--
0,ed2b6967,single person household,19fb8f76,single person,0,1,1992-01-01,1993-01-01,1,0,,--,,--
0,98494c83,single person household,20196197,single person,0,1,1992-01-01,1993-01-01,1,0,,--,,--
0,eb8f89c0,single person household,6683d80c,single person,1,1,1992-01-01,1993-01-01,1,0,,--,,--
0,890f5cfe,couple with children,f435ebc1,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
1,890f5cfe,couple with children,91a48532,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
2,890f5cfe,couple with children,e9e764db,child living at home,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
0,c790b0e3,single person household,c8625a2a,single person,1,1,1992-01-01,1993-01-01,1,0,,--,,--
0,1b10bc97,couple without children,46b505a6,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
1,1b10bc97,couple without children,56f21f55,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
0,ea1d5d78,couple with children,8e4c24e7,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
1,ea1d5d78,couple with children,ce9427ee,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
2,ea1d5d78,couple with children,d7aa5f87,child living at home,1,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
3,ea1d5d78,couple with children,0cb80b58,child living at home,1,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
0,1db0cd85,couple with children,99cb489e,partner in couple with children,0,6,1992-01-01,1993-01-01,2,4,2015.0,01,2010.0,05
1,1db0cd85,couple with children,73f902fd,child living at home,0,6,1992-01-01,1993-01-01,2,4,2015.0,01,2010.0,05
2,1db0cd85,couple with children,ff6b9882,child living at home,0,6,1992-01-01,1993-01-01,2,4,2015.0,01,2010.0,05
3,1db0cd85,couple with children,e11d0757,partner in couple with children,0,6,1992-01-01,1993-01-01,2,4,2015.0,01,2010.0,05
4,1db0cd85,couple with children,a065a60e,child living at home,0,6,1992-01-01,1993-01-01,2,4,2015.0,01,2010.0,05
5,1db0cd85,couple with children,d1e4b544,child living at home,0,6,1992-01-01,1993-01-01,2,4,2015.0,01,2010.0,05
0,fc4fdd10,couple without children,140ccda3,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
1,fc4fdd10,couple without children,710c492f,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
0,cb8a8b0d,couple without children,245acfda,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
1,cb8a8b0d,couple without children,24f5df1e,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,2015.0,01,2010.0,05
0,c9c36cce,single parent household,d778175c,parent in single parent household,1,2,1992-01-01,1993-01-01,1,1,,--,,--
1,c9c36cce,single parent household,683b88f2,child living at home,1,2,1992-01-01,1993-01-01,1,1,,--,,--
0,6f4cea9d,couple with children,2e034bc2,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
1,6f4cea9d,couple with children,2ab990a8,child living at home,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
2,6f4cea9d,couple with children,d2e93468,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,2015.0,01,2010.0,05
0,fc09c0ee,single parent household,ac9dc132,parent in single parent household,0,4,1992-01-01,1993-01-01,1,3,,--,,--
1,fc09c0ee,single parent household,1eb88f50,child living at home,0,4,1992-01-01,1993-01-01,1,3,,--,,--
2,fc09c0ee,single parent household,17f5c34f,child living at home,0,4,1992-01-01,1993-01-01,1,3,,--,,--
3,fc09c0ee,single parent household,2c355d86,child living at home,0,4,1992-01-01,1993-01-01,1,3,,--,,--
0,807c705d,single person household,d3229821,single person,0,1,1992-01-01,1993-01-01,1,0,,--,,--
0,f848da2c,couple with children,6c0cae68,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
1,f848da2c,couple with children,4332d9a0,child living at home,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
2,f848da2c,couple with children,f5925e77,child living at home,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
3,f848da2c,couple with children,ac9bbba4,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
0,84e317f0,single parent household,75a3339c,parent in single parent household,0,2,1992-01-01,1993-01-01,1,1,,--,,--
1,84e317f0,single parent household,dc72956d,child living at home,0,2,1992-01-01,1993-01-01,1,1,,--,,--
0,0b8168f8,single person household,0889e4ba,single person,1,1,1992-01-01,1993-01-01,1,0,,--,,--
0,8221a77b,single person household,b8d0c87e,single person,0,1,1992-01-01,1993-01-01,1,0,,--,,--
0,a9bbfbdb,couple with children,9601a3b6,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
1,a9bbfbdb,couple with children,5f17663d,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
2,a9bbfbdb,couple with children,a4c87342,child living at home,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
3,a9bbfbdb,couple with children,2d457d5f,child living at home,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05
0,62fe1928,couple with children,2ed687a6,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
1,62fe1928,couple with children,62e811bb,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
2,62fe1928,couple with children,b57a12e3,child living at home,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
0,ec41be7d,couple with children,cc883317,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
1,ec41be7d,couple with children,b8b85917,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
2,ec41be7d,couple with children,63d409b8,child living at home,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
0,258ab2fe,single person household,c32be144,single person,0,1,1993-01-01,1994-01-01,1,0,,--,,--
0,e94bc627,single parent household,cc497336,parent in single parent household,0,2,1993-01-01,1994-01-01,1,1,,--,,--
1,e94bc627,single parent household,55a4503d,child living at home,0,2,1993-01-01,1994-01-01,1,1,,--,,--
0,08af5dc9,single parent household,1206949c,parent in single parent household,1,4,1993-01-01,1994-01-01,1,3,,--,,--
1,08af5dc9,single parent household,d17ac422,child living at home,1,4,1993-01-01,1994-01-01,1,3,,--,,--
2,08af5dc9,single parent household,afb1d667,child living at home,1,4,1993-01-01,1994-01-01,1,3,,--,,--
3,08af5dc9,single parent household,e3e7553d,child living at home,1,4,1993-01-01,1994-01-01,1,3,,--,,--
0,ddeecec6,single parent household,254f7859,parent in single parent household,0,2,1993-01-01,1994-01-01,1,1,,--,,--
1,ddeecec6,single parent household,66e9ba2b,child living at home,0,2,1993-01-01,1994-01-01,1,1,,--,,--
0,c6187a91,couple with children,b8432ead,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
1,c6187a91,couple with children,c15e4cb4,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
2,c6187a91,couple with children,4bfb08e0,child living at home,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
0,d51322ef,couple without children,71ed4a86,partner in couple without children,1,2,1993-01-01,1994-01-01,2,0,2015.0,01,2010.0,05
1,d51322ef,couple without children,36677213,partner in couple without children,1,2,1993-01-01,1994-01-01,2,0,2015.0,01,2010.0,05
0,36360839,couple with children,9c1c5278,partner in couple with children,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
1,36360839,couple with children,a1e63301,partner in couple with children,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
2,36360839,couple with children,aed2a2ca,child living at home,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
0,5391eb95,single parent household,83848be9,parent in single parent household,0,3,1993-01-01,1994-01-01,1,2,,--,,--
1,5391eb95,single parent household,437acb0e,child living at home,0,3,1993-01-01,1994-01-01,1,2,,--,,--
2,5391eb95,single parent household,a9998b37,child living at home,0,3,1993-01-01,1994-01-01,1,2,,--,,--
0,367b57f2,single person household,20a30672,single person,1,1,1993-01-01,1994-01-01,1,0,,--,,--
0,e16d39e3,couple with children,461f62ba,partner in couple with children,0,4,1993-01-01,1994-01-01,2,2,2015.0,01,2010.0,05
1,e16d39e3,couple with children,c2d3fb66,child living at home,0,4,1993-01-01,1994-01-01,2,2,2015.0,01,2010.0,05
2,e16d39e3,couple with children,120a256a,child living at home,0,4,1993-01-01,1994-01-01,2,2,2015.0,01,2010.0,05
3,e16d39e3,couple with children,887cd01c,partner in couple with children,0,4,1993-01-01,1994-01-01,2,2,2015.0,01,2010.0,05
0,208bf2ca,couple with children,af1b4a1b,partner in couple with children,1,5,1993-01-01,1994-01-01,2,3,2015.0,01,2010.0,05
1,208bf2ca,couple with children,2ae09b76,partner in couple with children,1,5,1993-01-01,1994-01-01,2,3,2015.0,01,2010.0,05
2,208bf2ca,couple with children,8f260525,child living at home,1,5,1993-01-01,1994-01-01,2,3,2015.0,01,2010.0,05
3,208bf2ca,couple with children,88285fb4,child living at home,1,5,1993-01-01,1994-01-01,2,3,2015.0,01,2010.0,05
4,208bf2ca,couple with children,09f7a651,child living at home,1,5,1993-01-01,1994-01-01,2,3,2015.0,01,2010.0,05
0,9764e583,couple with children,1cefb90b,partner in couple with children,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
1,9764e583,couple with children,c87c7eb3,partner in couple with children,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
2,9764e583,couple with children,1610981e,child living at home,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
3,9764e583,couple with children,37aba74f,child living at home,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
4,9764e583,couple with children,a553b7f9,child living at home,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
5,9764e583,couple with children,242743fd,child living at home,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
0,1226ed24,couple with children,30197924,partner in couple with children,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
1,1226ed24,couple with children,f99b413e,child living at home,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
2,1226ed24,couple with children,caffcfd9,child living at home,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
3,1226ed24,couple with children,be0a58d4,child living at home,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
4,1226ed24,couple with children,ecc584e2,partner in couple with children,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
5,1226ed24,couple with children,916b9948,child living at home,0,6,1993-01-01,1994-01-01,2,4,2015.0,01,2010.0,05
0,b0a436f7,single person household,d35cf72b,single person,0,1,1993-01-01,1994-01-01,1,0,,--,,--
0,30aed750,single person household,9c7fae3a,single person,1,1,1993-01-01,1994-01-01,1,0,,--,,--
0,51de5bb7,couple with children,a58f8773,partner in couple with children,0,7,1993-01-01,1994-01-01,2,5,2015.0,01,2010.0,05
1,51de5bb7,couple with children,fde16b96,child living at home,0,7,1993-01-01,1994-01-01,2,5,2015.0,01,2010.0,05
2,51de5bb7,couple with children,65a2e8d1,child living at home,0,7,1993-01-01,1994-01-01,2,5,2015.0,01,2010.0,05
3,51de5bb7,couple with children,0b2f1798,partner in couple with children,0,7,1993-01-01,1994-01-01,2,5,2015.0,01,2010.0,05
4,51de5bb7,couple with children,b0a21246,child living at home,0,7,1993-01-01,1994-01-01,2,5,2015.0,01,2010.0,05
5,51de5bb7,couple with children,17250469,child living at home,0,7,1993-01-01,1994-01-01,2,5,2015.0,01,2010.0,05
6,51de5bb7,couple with children,ec2e126b,child living at home,0,7,1993-01-01,1994-01-01,2,5,2015.0,01,2010.0,05
0,50a82ac0,couple with children,de5b3581,partner in couple with children,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
1,50a82ac0,couple with children,74fdfb73,partner in couple with children,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
2,50a82ac0,couple with children,f39962d5,child living at home,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
0,49c7f330,single person household,431cea40,single person,0,1,1993-01-01,1994-01-01,1,0,,--,,--
0,07a30e39,single person household,6d9cc4bb,single person,0,1,1993-01-01,1994-01-01,1,0,,--,,--
0,bdab68c0,couple with children,34c3bf80,partner in couple with children,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
