rinpersoon,GBAGEBOORTELAND,GBAGESLACHT,GBAGEBOORTELANDMOEDER,GBAGEBOORTELANDVADER,GBAAANTALOUDERSBUITENLAND,GBAHERKOMSTGROEPERING,GBAGENERATIE,GBAGEBOORTEJAAR,GBAGESLACHTMOEDER,GBAGESLACHTVADER,GBAGEBOORTEJAARMOEDER,GBAGEBOORTEJAARVADER,GBAHERKOMSTLAND,GBAGEBOORTELANDNL
28f42297,NL,2,NL,France,1,Western,1,1958,2,1,1919,1932,NL,1
28f93e66,NL,2,NL,NL,0,Western,0,1997,2,1,1961,1961,NL,1
28fe15a5,NL,1,NL,NL,0,Western,2,1991,2,1,1967,1963,NL,1
290caadf,NL,2,NL,France,1,Western,0,1956,2,1,1928,1918,NL,1
2910d29a,NL,2,NL,NL,0,Western,0,1955,2,1,1926,1935,NL,1
291758ad,NL,1,NL,NL,0,Western,0,1985,2,1,1950,1957,NL,1
291b920e,France,2,NL,NL,0,Western,2,1954,2,1,1915,1925,France,0
2921711d,NL,2,NL,NL,0,Western,2,1984,2,1,1959,1955,NL,1
29229592,NL,1,NL,NL,0,Western,1,1986,2,1,1960,1962,NL,1
292e6e6e,France,1,France,NL,1,Western,2,1980,2,1,1941,1942,France,0
2937d3a4,NL,2,France,France,2,Western,1,1985,2,1,1957,1961,NL,1
29405b7b,NL,1,NL,NL,0,Western,2,1993,2,1,1960,1973,NL,1
2943d7c2,NL,1,US,NL,1,Western,1,1951,2,1,1918,1913,NL,1
29449be1,NL,2,NL,NL,0,Western,2,1952,2,1,1924,1928,NL,1
29545a7a,France,1,NL,NL,0,Western,1,1990,2,1,1959,1954,France,0
2954c1f0,NL,1,Egypt,NL,1,Western,2,1984,2,1,1949,1959,NL,1
295fdca6,NL,1,NL,NL,0,Western,1,1986,2,1,1956,1960,NL,1
29725683,NL,1,NL,NL,0,Western,1,1988,2,1,1958,1961,NL,1
297469e9,NL,1,NL,NL,0,Western,1,1952,2,1,1922,1914,NL,1
297b76bf,NL,1,NL,France,1,Western,0,1999,2,1,1972,1971,NL,1
297f0b4c,NL,1,France,NL,1,Western,2,1991,2,1,1960,1957,NL,1
298f43d9,France,2,NL,NL,0,Western,1,1983,2,1,1958,1944,France,0
299105d4,NL,2,US,NL,1,Western,0,1980,2,1,1945,1946,NL,1
2992f906,NL,1,NL,US,1,Western,2,1993,2,-,1967,1964,NL,1
299bb6c9,NL,2,NL,NL,0,Western,2,1989,2,1,1951,1952,NL,1
299d2096,NL,1,NL,NL,0,Western,2,1953,2,1,1933,1933,NL,1
299d6356,NL,2,France,NL,1,Western,0,1968,2,1,1944,1937,NL,1
29a0996a,NL,1,NL,NL,0,Western,1,1985,2,1,1959,1947,NL,1
29a19353,NL,1,NL,NL,0,Western,2,1982,2,1,1950,1946,NL,1
29a3a599,NL,1,NL,NL,0,Western,1,1984,2,1,1945,1955,NL,1
29a5d780,NL,1,NL,NL,0,Western,2,1997,2,1,1967,1958,NL,1
29a65570,NL,1,NL,France,1,Western,2,1960,2,1,1936,1924,NL,1
29a83afd,NL,2,NL,France,1,Western,0,1997,2,1,1964,1958,NL,1
29af4998,NL,2,Egypt,NL,1,Western,1,1995,2,1,1965,1968,NL,1
29b44a9c,NL,2,NL,NL,0,Western,1,1988,2,1,1960,1965,NL,1
29b89e92,NL,2,NL,NL,0,Western,0,1980,2,1,1956,1960,NL,1
29b923e6,NL,1,NL,NL,0,Western,0,1998,2,1,1963,1973,NL,1
29bbc32b,NL,2,France,NL,1,Western,2,1958,2,1,1933,1938,NL,1
29bc8da7,NL,1,France,NL,1,Western,2,1989,2,1,1964,1951,NL,1
29bc9871,NL,2,NL,France,1,Western,0,1996,2,1,1968,1958,NL,1
29be10b5,NL,1,NL,France,1,Western,2,1994,2,1,1970,1962,NL,1
29c0eb17,NL,1,NL,NL,0,Western,1,1984,2,1,1952,1962,NL,1
29c133c2,NL,2,France,NL,1,Western,2,1966,1,1,1939,1946,NL,1
29c3477e,NL,2,NL,NL,0,Western,1,1982,2,2,1945,1943,NL,1
29c568cf,NL,2,France,NL,1,Western,1,1994,2,1,1974,1974,NL,1
29c5babe,NL,1,NL,NL,0,Western,2,1970,2,1,1932,1938,NL,1
29c65914,NL,2,NL,NL,0,Western,2,1956,2,1,1924,1931,NL,1
29cae81e,NL,2,NL,NL,0,Western,1,1991,2,1,1968,1967,NL,1
29cbcdf5,France,1,NL,NL,0,Western,1,1986,2,1,1948,1954,France,0
29cce000,NL,1,NL,NL,0,Western,1,1986,2,1,1956,1948,NL,1
29cd8078,NL,1,France,NL,1,Western,0,1995,2,1,1967,1970,NL,1
29ce92d0,NL,2,NL,NL,0,Western,1,1958,2,1,1923,1936,NL,1
29d1c2a8,NL,2,NL,US,1,Western,1,1986,2,1,1962,1963,NL,1
29d5d2f0,NL,1,NL,NL,0,Western,0,1991,2,1,1954,1963,NL,1
29d9216c,France,2,NL,France,1,Western,0,1968,2,1,1946,1932,France,0
29df76ae,NL,2,NL,NL,0,Western,1,1952,2,-,1927,1921,NL,1
29e4ec7d,France,1,NL,France,1,Western,2,1950,2,1,1911,1914,France,0
29eb59af,NL,1,NL,NL,0,Western,1,1991,-,1,1970,1954,NL,1
29edd6c0,NL,1,NL,NL,0,Western,1,1956,2,1,1925,1922,NL,1
29ee49dc,NL,2,NL,NL,0,Western,1,1953,2,1,1921,1929,NL,1
29f72721,NL,2,NL,NL,0,Western,0,1951,2,1,1929,1913,NL,1
2a06c8a0,France,2,NL,NL,0,Western,2,1985,2,1,1949,1956,France,0
2a11265f,NL,1,NL,NL,0,Western,2,1992,2,1,1966,1961,NL,1
2a11f75d,NL,2,NL,NL,0,Western,2,1957,2,1,1918,1926,NL,1
2a14faee,NL,1,NL,NL,0,Western,0,1986,2,1,1956,1952,NL,1
2a1998f4,NL,1,Egypt,NL,1,Western,2,1963,2,1,1938,1927,NL,1
2a1de8b8,NL,1,France,Egypt,2,Western,2,1983,2,1,1960,1963,NL,1
2a1fee70,France,1,NL,Egypt,1,Western,0,1985,2,1,1950,1962,France,0
2a219884,NL,1,NL,NL,0,Western,2,1991,2,1,1966,1963,NL,1
2a2c96c3,NL,1,NL,NL,0,Western,1,1960,2,1,1932,1928,NL,1
2a2ea13d,France,2,NL,NL,0,Western,2,1952,2,1,1919,1916,France,0
2a2eb14c,NL,1,NL,NL,0,Western,2,1961,2,1,1936,1929,NL,1
2a3fa8d8,NL,2,NL,NL,0,Western,1,1986,2,1,1958,1957,NL,1
2a424ee3,France,-,NL,NL,0,Western,2,1988,2,1,1955,1954,France,0
2a508bfd,NL,1,NL,NL,0,Western,1,1988,2,1,1955,1949,NL,1
2a50eae6,NL,2,NL,NL,0,Western,1,1997,2,1,1966,1968,NL,1
2a5f20fc,NL,1,NL,NL,0,Western,2,1982,2,1,1951,1953,NL,1
2a5f72e9,NL,2,France,Egypt,2,Western,1,1970,2,1,1943,1941,NL,1
2a605f73,NL,2,NL,NL,0,Western,2,1950,2,-,1914,1919,NL,1
2a69ee3b,NL,1,NL,France,1,Western,2,1985,2,1,1947,1954,NL,1
2a6b156d,NL,2,NL,NL,0,Western,0,1982,2,1,1958,1957,NL,1
2a70655e,NL,1,NL,France,1,Western,2,1968,2,1,1934,1937,NL,1
2a70fe09,NL,2,NL,France,1,Western,0,1959,2,1,1936,1921,NL,1
2a770e42,NL,1,Egypt,NL,1,Western,1,1954,2,1,1928,1916,NL,1
2a7b0ce8,NL,2,NL,NL,0,Western,1,1960,2,1,1924,1935,NL,1
2a88c641,NL,2,NL,NL,0,Western,2,1967,2,1,1947,1930,NL,1
2a9c9803,France,2,NL,NL,0,Western,1,1985,2,1,1962,1954,France,0
2a9d08ac,France,1,France,NL,1,Western,1,1961,2,1,1938,1939,France,0
2a9f1ace,NL,2,NL,NL,0,Western,2,1969,2,1,1938,1948,NL,1
2ab17676,NL,1,NL,NL,0,Western,2,1956,2,1,1921,1917,NL,1
2ab3a234,NL,1,NL,NL,0,Western,1,1993,2,1,1964,1968,NL,1
2ab8ac78,NL,1,NL,NL,0,Western,1,1987,2,1,1966,1955,NL,1
2ab9139e,Egypt,2,NL,NL,0,Non-Western,0,1964,2,1,1934,1937,Egypt,0
2ab96d9e,NL,2,NL,NL,0,Western,0,1993,2,1,1958,1971,NL,1
2abddeba,US,1,NL,NL,0,Western,0,1981,2,1,1959,1952,US,0
2ac0b5ec,NL,1,France,NL,1,Western,0,1991,2,1,1956,1964,NL,1
2ac2e845,NL,1,France,France,2,Western,1,1995,2,1,1968,1958,NL,1
2ac30288,NL,1,NL,NL,0,Western,2,1985,2,1,1959,1959,NL,1
2ac32e65,NL,2,NL,NL,0,Western,1,1980,2,1,1945,1956,NL,1
2ac59a71,NL,2,France,NL,1,Western,0,1953,2,1,1925,1925,NL,1
2ad15597,US,2,NL,France,1,Western,2,1964,2,1,1933,1942,US,0
2ad45ee0,NL,1,NL,NL,0,Western,2,1996,2,1,1962,1957,NL,1
2ae032f5,NL,2,NL,NL,0,Western,2,1994,2,1,1971,1965,NL,1
2ae550e5,NL,2,NL,NL,0,Western,1,1991,2,1,1959,1962,NL,1
2aef71bd,NL,2,NL,NL,0,Western,0,1962,2,1,1930,1926,NL,1
2af025cf,NL,1,NL,France,1,Western,2,1950,2,1,1912,1930,NL,1
2af0fb3a,NL,2,NL,NL,0,Western,1,1958,2,1,1932,1923,NL,1
2afb229d,NL,2,NL,NL,0,Western,0,1991,2,1,1962,1969,NL,1
2afb2f59,NL,2,NL,France,1,Western,1,1963,2,1,1937,1926,NL,1
2b036df8,France,1,France,NL,1,Western,1,1990,2,1,1954,1969,France,0
2b0f1389,NL,2,NL,NL,0,Western,1,1951,2,1,1925,1928,NL,1
2b160844,NL,2,NL,NL,0,Western,0,1987,2,1,1957,1960,NL,1
2b1e7948,NL,1,NL,NL,0,Western,1,1997,2,1,1964,1974,NL,1
2b213ac0,NL,2,NL,NL,0,Western,0,1983,2,1,1963,1960,NL,1
2b294fdd,NL,1,France,NL,1,Western,1,1988,2,1,1963,1959,NL,1
2b30409f,NL,1,NL,NL,0,Western,2,1993,2,1,1957,1963,NL,1
2b3b9f4e,NL,2,NL,NL,0,Western,2,1954,2,1,1922,1928,NL,1
2b495c7a,NL,2,NL,France,1,Western,2,1954,2,1,1919,1924,NL,1
2b4d8ccc,NL,2,NL,NL,0,Western,2,1981,2,1,1959,1943,NL,1
2b4ed947,France,2,NL,US,1,Western,0,1987,2,1,1956,1962,France,0
2b5ada9d,France,2,France,NL,1,Western,2,1950,2,1,1929,1922,France,0
2b692ee4,NL,1,France,France,2,Western,2,1994,2,1,1966,1970,NL,1
2b6931fa,NL,1,NL,NL,0,Western,2,1967,2,1,1943,1933,NL,1
2b72addd,US,1,NL,NL,0,Western,1,1983,2,1,1960,1957,US,0
2b76b8b1,NL,2,NL,NL,0,Western,1,1964,2,1,1941,1927,NL,1
2b7ab365,NL,2,NL,NL,0,Western,2,1985,2,1,1957,1946,NL,1
2b833510,NL,1,NL,NL,0,Western,2,1999,2,1,1970,1979,NL,1
2b84d441,NL,2,NL,NL,0,Western,1,1991,2,1,1967,1968,NL,1
2b9f594a,France,1,NL,NL,0,Western,1,1951,2,1,1916,1918,France,0
2ba341ea,France,1,NL,NL,0,Western,2,1989,2,1,1966,1960,France,0
2bac1685,France,1,NL,France,1,Western,0,1981,2,1,1946,1957,France,0
2bb02585,NL,2,Egypt,NL,1,Western,0,1967,2,1,1936,1930,NL,1
2bb1f89b,NL,1,NL,France,1,Western,0,1980,2,1,1957,1952,NL,1
2bc797e4,NL,1,NL,NL,0,Western,2,1961,2,1,1935,1924,NL,1
2bc9257b,NL,2,NL,NL,0,Western,0,1966,2,1,1932,1942,NL,1
2bca9edf,NL,1,NL,NL,0,Western,0,1960,2,1,1940,1922,NL,1
2bcc7f52,France,2,France,France,2,Western,2,1953,2,1,1931,1931,France,0
2bd01e82,NL,2,NL,NL,0,Western,0,1993,2,1,1969,1965,NL,1
2bd46f72,NL,1,NL,NL,0,Western,0,1965,2,1,1940,1942,NL,1
2bd5185e,NL,1,France,France,2,Western,1,1989,2,1,1959,1956,NL,1
2bd5788d,NL,2,NL,NL,0,Western,2,1991,2,1,1962,1966,NL,1
2bd7b307,US,2,France,NL,1,Western,1,1964,2,1,1933,1927,US,0
2bd8df5d,NL,1,France,NL,1,Western,1,1982,2,1,1956,1951,NL,1
2bda441f,NL,-,NL,NL,0,Western,0,1967,1,1,1937,1938,NL,1
2bdead29,NL,2,NL,NL,0,Western,0,1970,2,1,1946,1935,NL,1
2be3346c,NL,1,NL,NL,0,Western,1,1981,2,1,1946,1957,NL,1
2be3c1d0,NL,1,NL,NL,0,Western,1,1951,2,1,1928,1922,NL,1
2be796c2,NL,2,France,NL,1,Western,0,1983,2,1,1953,1955,NL,1
2be7f681,NL,2,NL,NL,0,Western,2,1989,2,1,1959,1958,NL,1
2bea4bd3,NL,1,NL,NL,0,Western,0,1986,2,1,1961,1960,NL,1
2bf9a8c8,NL,1,France,US,2,Western,0,1950,2,1,1911,1920,NL,1
2c011b9b,France,2,NL,NL,0,Western,0,1957,2,1,1918,1929,France,0
2c01b9a5,NL,1,NL,NL,0,Western,1,1991,2,1,1962,1964,NL,1
2c042923,NL,1,NL,NL,0,Western,0,1950,2,1,1920,1917,NL,1
2c149326,NL,1,NL,France,1,Western,1,1957,2,1,1920,1919,NL,1
2c2cf991,NL,2,NL,NL,0,Western,2,1957,2,1,1927,1925,NL,1
2c2fe6e2,Egypt,2,NL,NL,0,Non-Western,2,1963,2,1,1940,1943,Egypt,0
2c352e2d,NL,1,France,NL,1,Western,2,1980,2,1,1959,1960,NL,1
2c376271,NL,2,NL,NL,0,Western,0,1966,2,1,1945,1935,NL,1
2c37bb43,NL,2,NL,NL,0,Western,1,1995,2,1,1971,1959,NL,1
2c3f0826,NL,1,US,France,2,Western,2,1962,2,1,1927,1929,NL,1
2c46e19e,NL,2,NL,NL,0,Western,0,1985,2,1,1946,1957,NL,1
2c476c6f,NL,2,NL,NL,0,Western,0,1991,2,1,1959,1952,NL,1
2c5e78e9,NL,1,NL,NL,0,Western,1,1995,2,1,1972,1967,NL,1
2c6674b3,NL,2,NL,France,1,Western,2,1951,1,1,1930,1921,NL,1
2c721315,NL,2,NL,NL,0,Western,0,1960,2,1,1932,1924,NL,1
2c748d54,NL,1,NL,NL,0,Western,0,1969,2,1,1930,1935,NL,1
2c7b1bb8,NL,1,NL,NL,0,Western,0,1954,2,1,1932,1933,NL,1
2c80db7c,NL,2,NL,NL,0,Western,0,1987,2,1,1960,1949,NL,1
2c891e00,NL,1,France,NL,1,Western,1,1968,1,1,1933,1948,NL,1
2c89c067,NL,1,France,NL,1,Western,2,1995,2,1,1960,1969,NL,1
2c8e5b1c,NL,2,NL,NL,0,Western,2,1962,2,1,1933,1931,NL,1
2c91f608,NL,2,NL,NL,0,Western,1,1969,2,1,1938,1940,NL,1
2c9431dc,NL,1,NL,France,1,Western,1,1987,2,1,1951,1956,NL,1
2c9d3c32,NL,2,NL,NL,0,Western,1,1950,2,1,1919,1914,NL,1
2c9f884c,NL,1,NL,NL,0,Western,1,1964,2,1,1928,1936,NL,1
2ca30636,NL,2,NL,Egypt,1,Western,0,1993,2,1,1965,1967,NL,1
2ca3724d,NL,1,NL,NL,0,Western,1,1956,2,1,1930,1930,NL,1
2ca7780e,NL,2,NL,NL,0,Western,0,1957,2,1,1932,1926,NL,1
2ca7d1b1,NL,1,NL,NL,0,Western,1,1982,2,1,1946,1957,NL,1
2cac5a6e,NL,1,US,NL,1,Western,1,1994,2,1,1974,1969,NL,1
2cb1c63c,NL,-,NL,Egypt,1,Western,0,1995,2,1,1966,1975,NL,1
2cb78f2d,France,2,NL,NL,0,Western,0,1980,2,1,1956,1954,France,0
2cb9469b,France,1,France,France,2,Western,1,1954,2,-,1917,1923,France,0
2cbc6077,NL,2,NL,NL,0,Western,2,1996,2,1,1969,1960,NL,1
2cd3c095,France,1,NL,NL,0,Western,0,1959,2,1,1920,1932,France,0
2cd531a2,NL,1,NL,NL,0,Western,2,1969,2,1,1947,1931,NL,1
2cdb583c,NL,2,NL,France,1,Western,0,1995,2,1,1975,1964,NL,1
2ce4f0cf,NL,1,NL,NL,0,Western,1,1991,2,1,1959,1959,NL,1
2ce6cc43,NL,2,NL,NL,0,Western,1,1958,2,1,1929,1930,NL,1
2cecb05b,NL,1,NL,NL,0,Western,0,1963,2,1,1933,1928,NL,1
2cf390af,NL,1,NL,NL,0,Western,1,1969,2,1,1931,1945,NL,1
2cf6878f,NL,1,NL,NL,0,Western,1,1994,2,1,1957,1966,NL,1
2cfee8e4,NL,1,NL,NL,0,Western,2,1950,2,1,1920,1917,NL,1
2cff7771,NL,2,NL,NL,0,Western,0,1992,2,1,1971,1968,NL,1
2d0c40eb,NL,1,NL,France,1,Western,0,1982,2,1,1947,1962,NL,1
2d145991,NL,2,NL,NL,0,Western,0,1991,2,1,1961,1963,NL,1
2d222736,NL,2,NL,NL,0,Western,2,1981,2,1,1956,1943,NL,1
2d25daf7,NL,1,France,NL,1,Western,1,1999,2,1,1966,1960,NL,1
2d284623,NL,2,NL,NL,0,Western,0,1950,2,1,1927,1926,NL,1
2d2ea25f,NL,1,NL,NL,0,Western,0,1993,2,1,1967,1973,NL,1
2d344d29,France,1,NL,NL,0,Western,2,1969,2,1,1944,1934,France,0
2d401fd4,NL,2,NL,France,1,Western,2,1989,2,1,1965,1961,NL,1
2d42ac33,NL,2,NL,France,1,Western,1,1991,2,1,1962,1962,NL,1
2d47fc6e,France,1,NL,NL,0,Western,0,1989,2,1,1968,1959,France,0
2d49c50e,NL,2,NL,NL,0,Western,0,1952,2,1,1921,1930,NL,1
2d4a3ca7,NL,1,NL,France,1,Western,1,1994,2,1,1974,1967,NL,1
2d4a6f91,NL,1,NL,France,1,Western,0,1987,2,1,1959,1962,NL,1
2d67ca12,NL,1,France,NL,1,Western,1,1986,2,1,1956,1961,NL,1
2d7690fd,Egypt,2,France,France,2,Non-Western,0,1955,2,1,1928,1924,Egypt,0
2d8878a8,NL,2,NL,US,1,Western,1,1985,2,1,1963,1965,NL,1
2d8d5141,NL,2,NL,NL,0,Western,1,1968,2,1,1948,1944,NL,1
2d932475,NL,1,NL,France,1,Western,1,1992,2,1,1970,1957,NL,1
2d98974a,NL,2,France,NL,1,Western,1,1959,2,1,1924,1934,NL,1
2d99a76a,NL,2,NL,NL,0,Western,2,1955,2,1,1933,1922,NL,1
2d9f28be,NL,1,NL,France,1,Western,0,1985,2,1,1959,1962,NL,1
2da89500,NL,1,NL,NL,0,Western,1,1968,2,1,1936,1931,NL,1
2db95579,France,2,NL,NL,0,Western,0,1990,2,1,1954,1952,France,0
2dbe0c67,NL,1,France,France,2,Western,1,1955,2,1,1935,1931,NL,1
2dc48971,NL,1,NL,France,1,Western,1,1965,2,1,1930,1930,NL,1
2dc57ac1,NL,1,NL,NL,0,Western,1,1959,2,1,1930,1929,NL,1
2dcb114b,NL,2,NL,NL,0,Western,0,1981,2,1,1956,1951,NL,1
2dcbf124,NL,1,NL,NL,0,Western,1,1961,2,1,1931,1935,NL,1
2dcccd54,NL,1,NL,NL,0,Western,0,1984,2,1,1958,1952,NL,1
2dd058e4,NL,2,NL,NL,0,Western,1,1984,2,1,1952,1958,NL,1
2dd18a1e,NL,2,France,NL,1,Western,2,1967,2,1,1932,1937,NL,1
2dd18fb3,NL,2,NL,NL,0,Western,1,1950,2,1,1921,1914,NL,1
2dd597bd,US,1,NL,France,1,Western,0,1965,2,1,1941,1943,US,0
2ddf99ad,NL,2,NL,NL,0,Western,2,1983,2,1,1963,1963,NL,1
2debaf29,France,1,NL,NL,0,Western,1,1962,2,1,1933,1928,France,0
2df1bd0b,NL,1,NL,NL,0,Western,1,1951,2,1,1914,1927,NL,1
2df5c9d4,France,2,France,NL,1,Western,2,1982,2,2,1951,1948,France,0
2df899e6,France,1,NL,NL,0,Western,1,1960,2,1,1933,1928,France,0
2e09a328,France,1,France,NL,1,Western,2,1982,2,1,1959,1950,France,0
2e0b0793,NL,2,France,France,2,Western,0,1961,2,1,1927,1925,NL,1
2e0b1df2,NL,2,NL,NL,0,Western,1,1968,2,1,1946,1946,NL,1
2e1aaff6,NL,1,NL,NL,0,Western,0,1970,2,1,1945,1945,NL,1
2e1befe4,NL,2,NL,NL,0,Western,0,1989,2,1,1965,1954,NL,1
2e1f4672,NL,1,NL,US,1,Western,1,1981,2,1,1944,1958,NL,1
2e2407d9,NL,1,NL,NL,0,Western,1,1962,2,1,1937,1927,NL,1
2e266eb6,France,1,France,NL,1,Western,0,1986,2,1,1950,1962,France,0
2e2dc78f,NL,2,France,NL,1,Western,2,1995,2,1,1968,1960,NL,1
2e33c815,NL,2,NL,NL,0,Western,2,1985,2,1,1956,1958,NL,1
2e3cb4cc,NL,1,NL,NL,0,Western,2,1965,2,1,1927,1929,NL,1
2e438e93,NL,2,NL,NL,0,Western,1,1968,2,1,1938,1942,NL,1
2e49aa37,NL,2,NL,NL,0,Western,0,1964,2,1,1925,1938,NL,1
2e50ca6c,NL,1,NL,France,1,Western,2,1965,2,1,1940,1929,NL,1
2e51b08f,NL,1,NL,NL,0,Western,1,1980,2,1,1942,1958,NL,1
2e57ab9e,NL,2,NL,NL,0,Western,2,1993,1,1,1971,1968,NL,1
2e6428a3,NL,2,France,NL,1,Western,2,1980,2,1,1952,1953,NL,1
2e75fba2,NL,2,NL,US,1,Western,2,1968,2,1,1933,1942,NL,1
2e7a4582,NL,1,NL,NL,0,Western,0,1992,2,1,1965,1954,NL,1
2e82c551,NL,1,Egypt,France,2,Western,0,1994,2,1,1969,1971,NL,1
2e8fd86f,NL,1,NL,NL,0,Western,1,1950,2,1,1913,1922,NL,1
2e91c70b,NL,1,NL,NL,0,Western,1,1983,2,2,1963,1950,NL,1
2e92b744,NL,1,NL,NL,0,Western,2,1970,2,1,1931,1942,NL,1
2e9433ca,US,1,NL,NL,0,Western,2,1989,2,1,1966,1950,US,0
2e99803a,NL,2,NL,NL,0,Western,2,1964,2,1,1944,1930,NL,1
2e9ac095,NL,2,NL,NL,0,Western,2,1988,2,1,1963,1952,NL,1
2ea397a3,NL,2,NL,NL,0,Western,1,1955,2,1,1935,1924,NL,1
2eaca660,NL,2,NL,NL,0,Western,2,1980,2,1,1958,1950,NL,1
2eb18e46,France,1,France,NL,1,Western,2,1969,2,1,1939,1937,France,0
2ebaa29b,NL,1,NL,Egypt,1,Western,1,1994,2,1,1963,1971,NL,1
2ebec835,NL,2,NL,NL,0,Western,2,1993,2,2,1967,1972,NL,1
2ecc49ce,NL,1,NL,NL,0,Western,0,1997,2,1,1973,1970,NL,1
2ed19b15,NL,2,NL,NL,0,Western,2,1993,2,1,1972,1963,NL,1
2ed3d87c,NL,2,NL,NL,0,Western,1,1957,2,1,1921,1931,NL,1
2edab23c,NL,2,NL,NL,0,Western,1,1988,2,1,1966,1955,NL,1
2edb4a7e,France,2,France,NL,1,Western,2,1952,2,1,1932,1922,France,0
2ee5ddd1,US,1,NL,NL,0,Western,1,1963,2,1,1942,1928,US,0
2ee73ff4,NL,1,NL,France,1,Western,1,1991,2,1,1957,1952,NL,1
2ee7a2e7,NL,1,NL,NL,0,Western,2,1982,2,1,1955,1946,NL,1
2ee7ab1f,NL,2,US,NL,1,Western,2,1991,2,1,1961,1963,NL,1
2ef10054,France,1,NL,NL,0,Western,2,1987,2,1,1948,1964,France,0
2ef5f0e3,NL,2,France,NL,1,Western,0,1950,2,1,1918,1914,NL,1
2efa5875,NL,1,NL,NL,0,Western,0,1991,2,2,1970,1957,NL,1
2efc53cd,NL,1,NL,NL,0,Western,0,1970,2,1,1946,1933,NL,1
2efce8f1,NL,2,NL,NL,0,Western,0,1998,2,1,1962,1970,NL,1
2efe7521,NL,1,NL,NL,0,Western,2,1966,2,1,1939,1941,NL,1
2f018158,NL,1,NL,France,1,Western,0,1982,2,1,1957,1954,NL,1
2f098d8c,NL,2,NL,NL,0,Western,0,1962,2,1,1928,1931,NL,1
2f0d07d1,NL,2,NL,NL,0,Western,0,1984,2,1,1963,1959,NL,1
2f0d3e4b,NL,2,France,NL,1,Western,1,1999,2,1,1970,1961,NL,1
2f144b3b,NL,2,NL,NL,0,Western,1,1986,2,1,1953,1960,NL,1
2f1d3952,NL,1,Egypt,NL,1,Western,1,1953,2,1,1919,1929,NL,1
2f24ebdd,NL,2,NL,France,1,Western,2,1968,2,1,1931,1943,NL,1
2f273160,NL,1,NL,France,1,Western,0,1985,2,1,1946,1965,NL,1
2f30775e,NL,1,NL,NL,0,Western,2,1953,2,1,1914,1930,NL,1
2f3269e1,NL,1,NL,NL,0,Western,0,1996,2,1,1963,1960,NL,1
2f3d2dc6,NL,1,NL,NL,0,Western,0,1961,2,1,1939,1935,NL,1
2f3e287f,NL,1,NL,NL,0,Western,0,1989,2,1,1963,1950,NL,1
2f4336d7,NL,2,France,NL,1,Western,2,1990,2,1,1968,1956,NL,1
2f4df10a,NL,2,NL,NL,0,Western,1,1984,2,1,1951,1958,NL,1
2f50c385,France,2,NL,NL,0,Western,1,1982,2,1,1947,1958,France,0
2f53734c,NL,1,NL,NL,0,Western,1,1987,2,1,1956,1948,NL,1
2f543efa,NL,2,France,NL,1,Western,1,1994,2,1,1970,1965,NL,1
2f582b9f,NL,-,NL,NL,0,Western,1,1994,2,1,1970,1970,NL,1
2f62614c,NL,2,NL,NL,0,Western,0,1991,2,1,1956,1969,NL,1
2f6c0685,NL,1,NL,NL,0,Western,1,1953,2,1,1927,1918,NL,1
2f6d6a9c,NL,1,NL,NL,0,Western,1,1966,2,1,1937,1934,NL,1
2f7a767a,NL,1,NL,France,1,Western,2,1968,2,1,1931,1937,NL,1
2f7cdce4,NL,1,NL,NL,0,Western,1,1994,2,1,1963,1966,NL,1
2f80799a,France,2,NL,NL,0,Western,1,1984,2,1,1945,1958,France,0
2f816dee,NL,1,France,US,2,Western,0,1981,2,-,1953,1950,NL,1
2f83d149,Egypt,2,NL,NL,0,Non-Western,2,1957,2,1,1927,1930,Egypt,0
2f8fc4a9,NL,1,NL,NL,0,Western,1,1950,2,1,1929,1923,NL,1
2f915f5a,NL,2,NL,NL,0,Western,1,1995,2,1,1971,1969,NL,1
2f945f60,NL,2,France,NL,1,Western,1,1991,2,1,1961,1953,NL,1
2f96f903,France,1,NL,NL,0,Western,2,1980,2,1,1951,1947,France,0
2f9b2292,NL,1,France,NL,1,Western,2,1980,2,1,1941,1946,NL,1
2f9c15b8,France,2,NL,NL,0,Western,2,1986,2,1,1966,1965,France,0
2f9d4bdd,NL,2,NL,Egypt,1,Western,1,1994,2,1,1964,1974,NL,1
2fa407c3,NL,2,NL,NL,0,Western,2,1980,2,1,1943,1945,NL,1
2fa7fed6,NL,1,France,France,2,Western,1,1992,2,1,1957,1963,NL,1
2fa9a712,NL,1,NL,NL,0,Western,1,1962,2,1,1933,1932,NL,1
2fac7392,NL,1,US,NL,1,Western,2,1954,2,1,1917,1926,NL,1
2fae467b,NL,2,NL,NL,0,Western,0,1991,2,1,1953,1961,NL,1
2fb47ad9,NL,1,NL,France,1,Western,0,1956,2,1,1930,1930,NL,1
2fba585e,NL,2,NL,NL,0,Western,1,1962,2,1,1923,1924,NL,1
2fc03d0b,NL,2,NL,France,1,Western,0,1994,2,1,1959,1967,NL,1
2fc13bd3,France,1,NL,NL,0,Western,0,1988,2,1,1966,1953,France,0
2fc32ab3,NL,2,NL,NL,0,Western,2,1961,2,1,1939,1935,NL,1
2fc85ac2,NL,2,NL,NL,0,Western,1,1961,2,1,1934,1941,NL,1
2fcb3c32,NL,2,NL,NL,0,Western,1,1985,2,1,1957,1948,NL,1
2fcd3f5a,NL,1,France,NL,1,Western,1,1965,2,1,1936,1930,NL,1
