HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
8025da67,single parent household,56f21f55,child living at home,0,3,1993-01-01,1994-01-01,1,2,,--,,--
8025da67,single parent household,8e4c24e7,child living at home,0,3,1993-01-01,1994-01-01,1,2,,--,,--
562da4fb,couple with children,ce9427ee,partner in couple with children,0,4,1993-01-01,1994-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,d7aa5f87,partner in couple with children,0,4,1993-01-01,1994-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,0cb80b58,child living at home,0,4,1993-01-01,1994-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,e11d0757,child living at home,0,4,1993-01-01,1994-01-01,2,2,2015.0,01,2010.0,05
0b8168f8,couple with children,f069856a,partner in couple with children,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
0b8168f8,couple with children,183ef5f3,child living at home,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
0b8168f8,couple with children,d1e4b544,partner in couple with children,0,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
fc4fdd10,couple with children,91a48532,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
fc4fdd10,couple with children,a065a60e,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
fc4fdd10,couple with children,2e034bc2,child living at home,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
f848da2c,single parent household,245acfda,parent in single parent household,0,4,1993-01-01,1994-01-01,1,3,,--,,--
f848da2c,single parent household,140ccda3,child living at home,0,4,1993-01-01,1994-01-01,1,3,,--,,--
f848da2c,single parent household,710c492f,child living at home,0,4,1993-01-01,1994-01-01,1,3,,--,,--
f848da2c,single parent household,24f5df1e,child living at home,0,4,1993-01-01,1994-01-01,1,3,,--,,--
84e317f0,single person household,2c355d86,single person,1,1,1993-01-01,1994-01-01,1,0,,--,,--
8221a77b,couple with children,4332d9a0,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
8221a77b,couple with children,f5925e77,partner in couple with children,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
8221a77b,couple with children,0889e4ba,child living at home,1,3,1993-01-01,1994-01-01,2,1,2015.0,01,2010.0,05
49c7f330,couple without children,6c0cae68,partner in couple without children,0,2,1993-01-01,1994-01-01,2,0,2015.0,01,2010.0,05
49c7f330,couple without children,ed1382a2,partner in couple without children,0,2,1993-01-01,1994-01-01,2,0,2015.0,01,2010.0,05
2161b400,single person household,17f5c34f,single person,0,1,1993-01-01,1994-01-01,1,0,,--,,--
d51322ef,single parent household,71ed4a86,parent in single parent household,1,2,1994-01-01,1995-01-01,1,1,,--,,--
d51322ef,single parent household,2ab990a8,child living at home,1,2,1994-01-01,1995-01-01,1,1,,--,,--
5e5f17bb,single parent household,cc883317,parent in single parent household,1,2,1994-01-01,1995-01-01,1,1,,--,,--
5e5f17bb,single parent household,b8b85917,child living at home,1,2,1994-01-01,1995-01-01,1,1,,--,,--
eda663a5,single person household,63d409b8,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
3a7629b9,single parent household,cc497336,parent in single parent household,0,3,1994-01-01,1995-01-01,1,2,,--,,--
3a7629b9,single parent household,55a4503d,child living at home,0,3,1994-01-01,1995-01-01,1,2,,--,,--
3a7629b9,single parent household,c32be144,child living at home,0,3,1994-01-01,1995-01-01,1,2,,--,,--
e94bc627,couple with children,9c1c5278,partner in couple with children,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,1206949c,partner in couple with children,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,d17ac422,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,afb1d667,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,e3e7553d,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
5784b6c3,couple without children,2ed687a6,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
5784b6c3,couple without children,66e9ba2b,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
41651ec0,couple with children,be0a58d4,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
41651ec0,couple with children,62e811bb,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
41651ec0,couple with children,dc72956d,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,b8432ead,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,4bfb08e0,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,e2df154c,child living at home,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
d24d2d17,couple with children,254f7859,partner in couple with children,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,30197924,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,f99b413e,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,caffcfd9,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,36677213,partner in couple with children,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
ddeecec6,couple with children,c15e4cb4,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
ddeecec6,couple with children,c2d3fb66,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
ddeecec6,couple with children,98070944,child living at home,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
5391eb95,single parent household,a1e63301,parent in single parent household,1,2,1994-01-01,1995-01-01,1,1,,--,,--
5391eb95,single parent household,83848be9,child living at home,1,2,1994-01-01,1995-01-01,1,1,,--,,--
4eaf4b3d,single person household,a58f8773,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
51de5bb7,single person household,437acb0e,single person,1,1,1994-01-01,1995-01-01,1,0,,--,,--
fd6a5e52,couple with children,120a256a,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
fd6a5e52,couple with children,887cd01c,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
fd6a5e52,couple with children,b57a12e3,child living at home,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
3ca86d23,single person household,af1b4a1b,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
b1d5829e,single person household,a9998b37,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
c6187a91,couple without children,461f62ba,partner in couple without children,1,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
c6187a91,couple without children,20a30672,partner in couple without children,1,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
07a30e39,couple with children,2ae09b76,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,8f260525,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,88285fb4,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,09f7a651,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
30aed750,couple with children,1cefb90b,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
30aed750,couple with children,c87c7eb3,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
30aed750,couple with children,9601a3b6,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,a553b7f9,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,ecc584e2,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,916b9948,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
9cf2a509,couple with children,1610981e,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
9cf2a509,couple with children,9c7fae3a,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
9cf2a509,couple with children,61afa796,child living at home,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
50a82ac0,couple without children,37aba74f,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
50a82ac0,couple without children,b0a21246,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
b3578b16,single parent household,6d9cc4bb,parent in single parent household,1,4,1994-01-01,1995-01-01,1,3,,--,,--
b3578b16,single parent household,d35cf72b,child living at home,1,4,1994-01-01,1995-01-01,1,3,,--,,--
b3578b16,single parent household,0b2f1798,child living at home,1,4,1994-01-01,1995-01-01,1,3,,--,,--
b3578b16,single parent household,17250469,child living at home,1,4,1994-01-01,1995-01-01,1,3,,--,,--
208bf2ca,couple with children,fde16b96,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
208bf2ca,couple with children,65a2e8d1,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
208bf2ca,couple with children,ec2e126b,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
208bf2ca,couple with children,ea0c9001,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
90052fae,single person household,f39962d5,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
f4ae0934,single parent household,74fdfb73,parent in single parent household,0,2,1994-01-01,1995-01-01,1,1,,--,,--
f4ae0934,single parent household,34c3bf80,child living at home,0,2,1994-01-01,1995-01-01,1,1,,--,,--
7d9ef18c,couple with children,de5b3581,partner in couple with children,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
7d9ef18c,couple with children,853fe91f,partner in couple with children,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
7d9ef18c,couple with children,02dae9b3,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
7d9ef18c,couple with children,ceb688ab,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
7d9ef18c,couple with children,6b9bb414,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
c486e628,couple with children,803211ef,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
c486e628,couple with children,90d5c62a,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
c486e628,couple with children,9ddc42d7,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
17217684,couple with children,431cea40,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
17217684,couple with children,38f180e6,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
17217684,couple with children,8f30630d,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
65b9c242,couple with children,bc90f08b,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
65b9c242,couple with children,9e0c9697,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
65b9c242,couple with children,eb1e611e,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
d3ee50da,single parent household,92ad9e37,parent in single parent household,0,2,1994-01-01,1995-01-01,1,1,,--,,--
d3ee50da,single parent household,f685e86d,child living at home,0,2,1994-01-01,1995-01-01,1,1,,--,,--
43558405,couple without children,247fbc76,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
43558405,couple without children,ca5c5e48,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
23ef24a3,single parent household,1e5842ee,parent in single parent household,0,2,1994-01-01,1995-01-01,1,1,,--,,--
23ef24a3,single parent household,61243c95,child living at home,0,2,1994-01-01,1995-01-01,1,1,,--,,--
9e61a76c,couple with children,860ec335,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
9e61a76c,couple with children,2bbc5d88,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
9e61a76c,couple with children,befc15c9,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
9e61a76c,couple with children,9b083d70,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
ccf68517,single person household,93c3b503,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
787d8e6d,single parent household,a97ae209,parent in single parent household,0,3,1994-01-01,1995-01-01,1,2,,--,,--
787d8e6d,single parent household,7c903c8b,child living at home,0,3,1994-01-01,1995-01-01,1,2,,--,,--
787d8e6d,single parent household,57c99fa1,child living at home,0,3,1994-01-01,1995-01-01,1,2,,--,,--
0fc8faa3,couple without children,4f3a8f30,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
0fc8faa3,couple without children,f901aeea,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
042aa557,single parent household,37490794,parent in single parent household,1,4,1994-01-01,1995-01-01,1,3,,--,,--
042aa557,single parent household,b26b57de,child living at home,1,4,1994-01-01,1995-01-01,1,3,,--,,--
042aa557,single parent household,dd318db8,child living at home,1,4,1994-01-01,1995-01-01,1,3,,--,,--
042aa557,single parent household,5f2120dd,child living at home,1,4,1994-01-01,1995-01-01,1,3,,--,,--
ae909ab2,couple with children,bbe7343e,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
ae909ab2,couple with children,7cdf5a71,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
ae909ab2,couple with children,aed2a2ca,child living at home,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
b55a1feb,couple with children,edecd5f5,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
b55a1feb,couple with children,2e738989,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
b55a1feb,couple with children,683b88f2,child living at home,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
dd2f4c03,couple without children,c6a4c67e,partner in couple without children,1,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
dd2f4c03,couple without children,16f92055,partner in couple without children,1,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
f97339d3,couple with children,df16a0df,partner in couple with children,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
f97339d3,couple with children,11590e61,partner in couple with children,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
f97339d3,couple with children,f531984b,child living at home,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
f97339d3,couple with children,3d190e9d,child living at home,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
13492572,couple with children,7be701c2,partner in couple with children,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,d5bd699f,partner in couple with children,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,ddd88a26,child living at home,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,62058e8a,child living at home,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,65fbc6a1,child living at home,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,13cf5fcd,child living at home,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
2da09ba8,single parent household,04944dda,parent in single parent household,1,4,1994-01-01,1995-01-01,1,3,,--,,--
2da09ba8,single parent household,1d4d2171,child living at home,1,4,1994-01-01,1995-01-01,1,3,,--,,--
2da09ba8,single parent household,1a55e142,child living at home,1,4,1994-01-01,1995-01-01,1,3,,--,,--
2da09ba8,single parent household,03c6605f,child living at home,1,4,1994-01-01,1995-01-01,1,3,,--,,--
a20bb171,couple with children,6c41c19b,partner in couple with children,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
a20bb171,couple with children,4ab62457,child living at home,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
a20bb171,couple with children,99bafd58,child living at home,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
a20bb171,couple with children,d6a8c905,child living at home,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
a20bb171,couple with children,79de4813,child living at home,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
a20bb171,couple with children,67254760,partner in couple with children,1,6,1994-01-01,1995-01-01,2,4,2015.0,01,2010.0,05
85de54be,single person household,0fab8cd4,single person,1,1,1994-01-01,1995-01-01,1,0,,--,,--
80bf8a50,single parent household,a514d4f3,parent in single parent household,0,2,1994-01-01,1995-01-01,1,1,,--,,--
80bf8a50,single parent household,1ee23966,child living at home,0,2,1994-01-01,1995-01-01,1,1,,--,,--
d70d768a,single person household,072ccdc5,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
e50eb526,single parent household,2e4a5aa7,parent in single parent household,1,2,1994-01-01,1995-01-01,1,1,,--,,--
e50eb526,single parent household,81a8ea3b,child living at home,1,2,1994-01-01,1995-01-01,1,1,,--,,--
fe4bd453,single person household,d5eae13d,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
5b428d03,single parent household,7b44a300,parent in single parent household,0,4,1994-01-01,1995-01-01,1,3,,--,,--
5b428d03,single parent household,6cce39de,child living at home,0,4,1994-01-01,1995-01-01,1,3,,--,,--
