,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,EVENT,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH,hierarchy,ID_list_child living at home,ID_list_parent in single parent household,ID_list_partner in couple with children,ID_list_partner in couple without children,ID_list_single person
424,80bf8a50,couple with children,7d668906,child living at home,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05,80bf8a50_1991-01-01,"['c70f17db', '201b0565', '94c7184b', '7d668906']",,"['9c292f29', 'c85b38d8']",,
425,e50eb526,single parent household,2ecb427e,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,e50eb526_1991-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",['2ecb427e'],,,
426,e50eb526,single parent household,b45bb496,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,e50eb526_1991-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",['2ecb427e'],,,
427,e50eb526,single parent household,cd698d09,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,e50eb526_1991-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",['2ecb427e'],,,
428,e50eb526,single parent household,fbbcb456,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,e50eb526_1991-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",['2ecb427e'],,,
429,da16f2ab,couple with children,7ea2119e,partner in couple with children,1,5,1991-01-01,1992-01-01,2,3,nothing,2015.0,01,2010.0,05,da16f2ab_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
430,da16f2ab,couple with children,52ba2d04,partner in couple with children,1,5,1991-01-01,1992-01-01,2,3,nothing,2015.0,01,2010.0,05,da16f2ab_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
431,da16f2ab,couple with children,a5d88020,child living at home,1,5,1991-01-01,1992-01-01,2,3,nothing,2015.0,01,2010.0,05,da16f2ab_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
432,da16f2ab,couple with children,4551f63c,child living at home,1,5,1991-01-01,1992-01-01,2,3,nothing,2015.0,01,2010.0,05,da16f2ab_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
433,da16f2ab,couple with children,1a42e2e9,child living at home,1,5,1991-01-01,1992-01-01,2,3,nothing,2015.0,01,2010.0,05,da16f2ab_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
434,0e1d9545,couple with children,f5126b48,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05,0e1d9545_1991-01-01,['e3ee2e3d'],,"['f5126b48', 'b31cdcdb']",,
435,0e1d9545,couple with children,b31cdcdb,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05,0e1d9545_1991-01-01,['e3ee2e3d'],,"['f5126b48', 'b31cdcdb']",,
436,0e1d9545,couple with children,e3ee2e3d,child living at home,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05,0e1d9545_1991-01-01,['e3ee2e3d'],,"['f5126b48', 'b31cdcdb']",,
437,c790b0e3,single person household,0e30c262,single person,0,1,1991-01-01,1992-01-01,1,0,breakup,,--,,--,c790b0e3_1991-01-01,,,,,['0e30c262']
438,189a8f87,single person household,761df28c,single person,1,1,1991-01-01,1992-01-01,1,0,breakup,,--,,--,189a8f87_1991-01-01,,,,,['761df28c']
439,a579f418,couple with children,87262451,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05,a579f418_1991-01-01,['ed5e0dbb'],,"['87262451', '741b384b']",,
440,a579f418,couple with children,741b384b,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05,a579f418_1991-01-01,['ed5e0dbb'],,"['87262451', '741b384b']",,
441,a579f418,couple with children,ed5e0dbb,child living at home,1,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05,a579f418_1991-01-01,['ed5e0dbb'],,"['87262451', '741b384b']",,
442,55435dbf,single parent household,2f0335cb,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,55435dbf_1991-01-01,"['3021edf4', 'ad20a108', '972eff55']",['2f0335cb'],,,
443,55435dbf,single parent household,3021edf4,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,55435dbf_1991-01-01,"['3021edf4', 'ad20a108', '972eff55']",['2f0335cb'],,,
444,55435dbf,single parent household,ad20a108,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,55435dbf_1991-01-01,"['3021edf4', 'ad20a108', '972eff55']",['2f0335cb'],,,
445,55435dbf,single parent household,972eff55,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,55435dbf_1991-01-01,"['3021edf4', 'ad20a108', '972eff55']",['2f0335cb'],,,
446,c9c36cce,single person household,28a097ab,single person,1,1,1991-01-01,1992-01-01,1,0,breakup,,--,,--,c9c36cce_1991-01-01,,,,,['28a097ab']
447,84cf3aad,single parent household,5e610014,parent in single parent household,1,2,1991-01-01,1992-01-01,1,1,breakup,,--,,--,84cf3aad_1991-01-01,['6c7764d8'],['5e610014'],,,
448,84cf3aad,single parent household,6c7764d8,child living at home,1,2,1991-01-01,1992-01-01,1,1,breakup,,--,,--,84cf3aad_1991-01-01,['6c7764d8'],['5e610014'],,,
449,5b428d03,couple without children,870e1532,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,couple_formed,2015.0,01,2010.0,05,5b428d03_1991-01-01,,,,"['870e1532', '2707d4e0']",
450,5b428d03,couple without children,2707d4e0,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,couple_formed,2015.0,01,2010.0,05,5b428d03_1991-01-01,,,,"['870e1532', '2707d4e0']",
451,4f087b3d,couple without children,a89314ac,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05,4f087b3d_1991-01-01,,,,"['a89314ac', '9554b54a']",
452,4f087b3d,couple without children,9554b54a,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05,4f087b3d_1991-01-01,,,,"['a89314ac', '9554b54a']",
453,7d97b9f0,couple with children,c2921c9d,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,7d97b9f0_1991-01-01,"['4d5f864d', '56b25cd7']",,"['c2921c9d', '8d478736']",,
454,7d97b9f0,couple with children,8d478736,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,7d97b9f0_1991-01-01,"['4d5f864d', '56b25cd7']",,"['c2921c9d', '8d478736']",,
455,7d97b9f0,couple with children,4d5f864d,child living at home,1,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,7d97b9f0_1991-01-01,"['4d5f864d', '56b25cd7']",,"['c2921c9d', '8d478736']",,
456,7d97b9f0,couple with children,56b25cd7,child living at home,1,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,7d97b9f0_1991-01-01,"['4d5f864d', '56b25cd7']",,"['c2921c9d', '8d478736']",,
457,8c956c29,couple with children,b58fe046,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05,8c956c29_1991-01-01,['0d302242'],,"['b58fe046', '934a8721']",,
458,8c956c29,couple with children,934a8721,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05,8c956c29_1991-01-01,['0d302242'],,"['b58fe046', '934a8721']",,
459,8c956c29,couple with children,0d302242,child living at home,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05,8c956c29_1991-01-01,['0d302242'],,"['b58fe046', '934a8721']",,
460,a7ec39ff,couple with children,21ecd92b,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05,a7ec39ff_1991-01-01,['d5268abb'],,"['21ecd92b', 'd13d415e']",,
461,a7ec39ff,couple with children,d5268abb,child living at home,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05,a7ec39ff_1991-01-01,['d5268abb'],,"['21ecd92b', 'd13d415e']",,
462,a7ec39ff,couple with children,d13d415e,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05,a7ec39ff_1991-01-01,['d5268abb'],,"['21ecd92b', 'd13d415e']",,
463,be18f8be,single parent household,5d71be0c,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--,be18f8be_1991-01-01,"['ca9fd164', 'f435ebc1']",['5d71be0c'],,,
464,be18f8be,single parent household,ca9fd164,child living at home,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--,be18f8be_1991-01-01,"['ca9fd164', 'f435ebc1']",['5d71be0c'],,,
465,be18f8be,single parent household,f435ebc1,child living at home,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--,be18f8be_1991-01-01,"['ca9fd164', 'f435ebc1']",['5d71be0c'],,,
466,100e7e07,couple with children,d9eda59d,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05,100e7e07_1991-01-01,['2061558e'],,"['d9eda59d', '678c09b8']",,
467,100e7e07,couple with children,2061558e,child living at home,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05,100e7e07_1991-01-01,['2061558e'],,"['d9eda59d', '678c09b8']",,
468,100e7e07,couple with children,678c09b8,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05,100e7e07_1991-01-01,['2061558e'],,"['d9eda59d', '678c09b8']",,
469,bdd0d539,single parent household,d487548b,parent in single parent household,1,2,1991-01-01,1992-01-01,1,1,nothing,,--,,--,bdd0d539_1991-01-01,['99cb489e'],['d487548b'],,,
470,bdd0d539,single parent household,99cb489e,child living at home,1,2,1991-01-01,1992-01-01,1,1,nothing,,--,,--,bdd0d539_1991-01-01,['99cb489e'],['d487548b'],,,
471,7a53a3c6,single parent household,73f902fd,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,7a53a3c6_1991-01-01,"['ff6b9882', '841030bd', 'cf188e9e']",['73f902fd'],,,
472,7a53a3c6,single parent household,ff6b9882,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,7a53a3c6_1991-01-01,"['ff6b9882', '841030bd', 'cf188e9e']",['73f902fd'],,,
473,7a53a3c6,single parent household,841030bd,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,7a53a3c6_1991-01-01,"['ff6b9882', '841030bd', 'cf188e9e']",['73f902fd'],,,
474,7a53a3c6,single parent household,cf188e9e,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,7a53a3c6_1991-01-01,"['ff6b9882', '841030bd', 'cf188e9e']",['73f902fd'],,,
475,0dc2dd55,single parent household,678a040d,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,0dc2dd55_1991-01-01,"['359722c1', 'f069856a', '6fabb65e']",['678a040d'],,,
476,0dc2dd55,single parent household,359722c1,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,0dc2dd55_1991-01-01,"['359722c1', 'f069856a', '6fabb65e']",['678a040d'],,,
477,0dc2dd55,single parent household,f069856a,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,0dc2dd55_1991-01-01,"['359722c1', 'f069856a', '6fabb65e']",['678a040d'],,,
478,0dc2dd55,single parent household,6fabb65e,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,0dc2dd55_1991-01-01,"['359722c1', 'f069856a', '6fabb65e']",['678a040d'],,,
479,ddf33ad3,couple with children,c338ceb1,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,ddf33ad3_1991-01-01,"['3f4b9328', '6683d80c']",,"['c338ceb1', '19fb8f76']",,
480,ddf33ad3,couple with children,19fb8f76,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,ddf33ad3_1991-01-01,"['3f4b9328', '6683d80c']",,"['c338ceb1', '19fb8f76']",,
481,ddf33ad3,couple with children,3f4b9328,child living at home,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,ddf33ad3_1991-01-01,"['3f4b9328', '6683d80c']",,"['c338ceb1', '19fb8f76']",,
482,ddf33ad3,couple with children,6683d80c,child living at home,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,ddf33ad3_1991-01-01,"['3f4b9328', '6683d80c']",,"['c338ceb1', '19fb8f76']",,
483,890f5cfe,single parent household,c8625a2a,parent in single parent household,0,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,890f5cfe_1991-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee']",['c8625a2a'],,,
484,890f5cfe,single parent household,56f21f55,child living at home,0,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,890f5cfe_1991-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee']",['c8625a2a'],,,
485,890f5cfe,single parent household,8e4c24e7,child living at home,0,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,890f5cfe_1991-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee']",['c8625a2a'],,,
486,890f5cfe,single parent household,ce9427ee,child living at home,0,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,890f5cfe_1991-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee']",['c8625a2a'],,,
487,7bfd8c0c,couple with children,20196197,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05,7bfd8c0c_1991-01-01,"['91a48532', '46b505a6']",,"['20196197', 'd7aa5f87']",,
488,7bfd8c0c,couple with children,91a48532,child living at home,0,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05,7bfd8c0c_1991-01-01,"['91a48532', '46b505a6']",,"['20196197', 'd7aa5f87']",,
489,7bfd8c0c,couple with children,46b505a6,child living at home,0,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05,7bfd8c0c_1991-01-01,"['91a48532', '46b505a6']",,"['20196197', 'd7aa5f87']",,
490,7bfd8c0c,couple with children,d7aa5f87,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05,7bfd8c0c_1991-01-01,"['91a48532', '46b505a6']",,"['20196197', 'd7aa5f87']",,
491,1db0cd85,couple with children,0cb80b58,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05,1db0cd85_1991-01-01,['e11d0757'],,"['0cb80b58', 'a065a60e']",,
492,1db0cd85,couple with children,e11d0757,child living at home,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05,1db0cd85_1991-01-01,['e11d0757'],,"['0cb80b58', 'a065a60e']",,
493,1db0cd85,couple with children,a065a60e,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05,1db0cd85_1991-01-01,['e11d0757'],,"['0cb80b58', 'a065a60e']",,
494,4a40e9d6,couple with children,d1e4b544,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05,4a40e9d6_1991-01-01,['442f923d'],,"['d1e4b544', '2e034bc2']",,
495,4a40e9d6,couple with children,2e034bc2,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05,4a40e9d6_1991-01-01,['442f923d'],,"['d1e4b544', '2e034bc2']",,
496,4a40e9d6,couple with children,442f923d,child living at home,0,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05,4a40e9d6_1991-01-01,['442f923d'],,"['d1e4b544', '2e034bc2']",,
497,ed2b6967,single parent household,245acfda,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,ed2b6967_1991-01-01,"['140ccda3', '710c492f', '24f5df1e']",['245acfda'],,,
498,ed2b6967,single parent household,140ccda3,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,ed2b6967_1991-01-01,"['140ccda3', '710c492f', '24f5df1e']",['245acfda'],,,
499,ed2b6967,single parent household,710c492f,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,ed2b6967_1991-01-01,"['140ccda3', '710c492f', '24f5df1e']",['245acfda'],,,
500,ed2b6967,single parent household,24f5df1e,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--,ed2b6967_1991-01-01,"['140ccda3', '710c492f', '24f5df1e']",['245acfda'],,,
501,eb8f89c0,single parent household,d2e93468,parent in single parent household,0,2,1991-01-01,1992-01-01,1,1,child_born,,--,,--,eb8f89c0_1991-01-01,['1907522b'],['d2e93468'],,,
502,eb8f89c0,single parent household,1907522b,child living at home,0,2,1991-01-01,1992-01-01,1,1,child_born,,--,,--,eb8f89c0_1991-01-01,['1907522b'],['d2e93468'],,,
503,ff5ebf96,single parent household,d778175c,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--,ff5ebf96_1991-01-01,"['ac9dc132', '1eb88f50']",['d778175c'],,,
504,ff5ebf96,single parent household,ac9dc132,child living at home,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--,ff5ebf96_1991-01-01,"['ac9dc132', '1eb88f50']",['d778175c'],,,
505,ff5ebf96,single parent household,1eb88f50,child living at home,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--,ff5ebf96_1991-01-01,"['ac9dc132', '1eb88f50']",['d778175c'],,,
506,98c789a8,single parent household,4332d9a0,parent in single parent household,0,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--,98c789a8_1991-01-01,"['f5925e77', 'ed1382a2']",['4332d9a0'],,,
507,98c789a8,single parent household,f5925e77,child living at home,0,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--,98c789a8_1991-01-01,"['f5925e77', 'ed1382a2']",['4332d9a0'],,,
508,98c789a8,single parent household,ed1382a2,child living at home,0,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--,98c789a8_1991-01-01,"['f5925e77', 'ed1382a2']",['4332d9a0'],,,
509,ea1d5d78,couple with children,ea0c9001,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,child_born,2015.0,01,2010.0,05,ea1d5d78_1991-01-01,"['81a8ea3b', '35273ddb']",,"['ea0c9001', '79de4813']",,
510,ea1d5d78,couple with children,79de4813,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,child_born,2015.0,01,2010.0,05,ea1d5d78_1991-01-01,"['81a8ea3b', '35273ddb']",,"['ea0c9001', '79de4813']",,
511,ea1d5d78,couple with children,81a8ea3b,child living at home,1,4,1991-01-01,1992-01-01,2,2,child_born,2015.0,01,2010.0,05,ea1d5d78_1991-01-01,"['81a8ea3b', '35273ddb']",,"['ea0c9001', '79de4813']",,
512,ea1d5d78,couple with children,35273ddb,child living at home,1,4,1991-01-01,1992-01-01,2,2,child_born,2015.0,01,2010.0,05,ea1d5d78_1991-01-01,"['81a8ea3b', '35273ddb']",,"['ea0c9001', '79de4813']",,
513,693f7a41,couple without children,ac9bbba4,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05,693f7a41_1991-01-01,,,,"['ac9bbba4', 'd3229821']",
514,693f7a41,couple without children,d3229821,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05,693f7a41_1991-01-01,,,,"['ac9bbba4', 'd3229821']",
515,6f4cea9d,couple with children,75a3339c,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,6f4cea9d_1991-01-01,"['0889e4ba', '9601a3b6']",,"['75a3339c', 'b8d0c87e']",,
516,6f4cea9d,couple with children,b8d0c87e,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,6f4cea9d_1991-01-01,"['0889e4ba', '9601a3b6']",,"['75a3339c', 'b8d0c87e']",,
517,6f4cea9d,couple with children,0889e4ba,child living at home,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,6f4cea9d_1991-01-01,"['0889e4ba', '9601a3b6']",,"['75a3339c', 'b8d0c87e']",,
518,6f4cea9d,couple with children,9601a3b6,child living at home,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05,6f4cea9d_1991-01-01,"['0889e4ba', '9601a3b6']",,"['75a3339c', 'b8d0c87e']",,
519,1b10bc97,couple with children,17f5c34f,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05,1b10bc97_1991-01-01,"['2c355d86', '6c0cae68']",,"['17f5c34f', '5f17663d']",,
520,1b10bc97,couple with children,2c355d86,child living at home,1,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05,1b10bc97_1991-01-01,"['2c355d86', '6c0cae68']",,"['17f5c34f', '5f17663d']",,
521,1b10bc97,couple with children,6c0cae68,child living at home,1,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05,1b10bc97_1991-01-01,"['2c355d86', '6c0cae68']",,"['17f5c34f', '5f17663d']",,
522,1b10bc97,couple with children,5f17663d,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05,1b10bc97_1991-01-01,"['2c355d86', '6c0cae68']",,"['17f5c34f', '5f17663d']",,
523,8025da67,couple with children,2d457d5f,partner in couple with children,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05,8025da67_1991-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1']",,"['2d457d5f', '242743fd']",,
524,8025da67,couple with children,242743fd,partner in couple with children,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05,8025da67_1991-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1']",,"['2d457d5f', '242743fd']",,
525,8025da67,couple with children,2d1ba0a5,child living at home,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05,8025da67_1991-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1']",,"['2d457d5f', '242743fd']",,
526,8025da67,couple with children,183ef5f3,child living at home,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05,8025da67_1991-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1']",,"['2d457d5f', '242743fd']",,
527,8025da67,couple with children,e2df154c,child living at home,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05,8025da67_1991-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1']",,"['2d457d5f', '242743fd']",,
528,8025da67,couple with children,028d61a1,child living at home,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05,8025da67_1991-01-01,"['2d1ba0a5', '183ef5f3', 'e2df154c', '028d61a1']",,"['2d457d5f', '242743fd']",,
529,807c705d,single person household,61afa796,single person,0,1,1991-01-01,1992-01-01,1,0,breakup,,--,,--,807c705d_1991-01-01,,,,,['61afa796']
